Locus	ProteinID	uniprot_id	Gene	CDS
b4453	YP_026227.1	Q6BF25	ldrD	lcl|NC_000913.3_cds_YP_026227.1_3476
b3539	NP_417996.1	P37660	yhjV	lcl|NC_000913.3_cds_NP_417996.1_3477
b3540	NP_417997.1	P37313	dppF	lcl|NC_000913.3_cds_NP_417997.1_3478
b3541	NP_417998.1	P0AAG0	dppD	lcl|NC_000913.3_cds_NP_417998.1_3479
b3542	NP_417999.1	P0AEG1	dppC	lcl|NC_000913.3_cds_NP_417999.1_3480
b3543	NP_418000.1	P0AEF8	dppB	lcl|NC_000913.3_cds_NP_418000.1_3481
b3544	NP_418001.1	P23847	dppA	lcl|NC_000913.3_cds_NP_418001.1_3482
b3546	NP_418002.2	P37661	eptB	lcl|NC_000913.3_cds_NP_418002.2_3483
b3547	NP_418003.1	P37662	yhjX	lcl|NC_000913.3_cds_NP_418003.1_3484
b3548	NP_418004.4	P37663	yhjY	lcl|NC_000913.3_cds_NP_418004.4_3485
b3549	NP_418005.1	P05100	tag	lcl|NC_000913.3_cds_NP_418005.1_3486
b3550	NP_418006.1	P37664	yiaC	lcl|NC_000913.3_cds_NP_418006.1_3487
b3551	NP_418007.3	P20099	bisC	lcl|NC_000913.3_cds_NP_418007.3_3488
b3552	YP_026228.1	P37665	yiaD	lcl|NC_000913.3_cds_YP_026228.1_3489
b3553	NP_418009.2	P37666	ghrB	lcl|NC_000913.3_cds_NP_418009.2_3490
b3554	NP_418010.2	P0ADK0	yiaF	lcl|NC_000913.3_cds_NP_418010.2_3491
b3555	NP_418011.1	P0A9V5	yiaG	lcl|NC_000913.3_cds_NP_418011.1_3492
b3556	NP_418012.1	P0A9X9	cspA	lcl|NC_000913.3_cds_NP_418012.1_3493
b4793	YP_010051206.1	P0DSH1	ysaE	lcl|NC_000913.3_cds_YP_010051206.1_3494
b4455	YP_026229.1	P37305	hokA	lcl|NC_000913.3_cds_YP_026229.1_3495
b3557	NP_418014.1	P19768	insJ	lcl|NC_000913.3_cds_NP_418014.1_3496
b3558	NP_418015.1	P19769	insK	lcl|NC_000913.3_cds_NP_418015.1_3497
b3559	NP_418016.1	P00961	glyS	lcl|NC_000913.3_cds_NP_418016.1_3498
b3560	NP_418017.1	P00960	glyQ	lcl|NC_000913.3_cds_NP_418017.1_3499
b4553	YP_588469.1	Q2M7M3	ysaB	lcl|NC_000913.3_cds_YP_588469.1_3500
b3561	NP_418018.1	P37669	wecH	lcl|NC_000913.3_cds_NP_418018.1_3501
b3562	NP_418019.4	P0ADJ8	yiaA	lcl|NC_000913.3_cds_NP_418019.4_3502
b3563	NP_418020.2	P11286	yiaB	lcl|NC_000913.3_cds_NP_418020.2_3503
b3564	NP_418021.1	P09099	xylB	lcl|NC_000913.3_cds_NP_418021.1_3504
b3565	NP_418022.1	P00944	xylA	lcl|NC_000913.3_cds_NP_418022.1_3505
b3566	NP_418023.1	P37387	xylF	lcl|NC_000913.3_cds_NP_418023.1_3506
b3567	NP_418024.1	P37388	xylG	lcl|NC_000913.3_cds_NP_418024.1_3507
b3568	NP_418025.1	P0AGI4	xylH	lcl|NC_000913.3_cds_NP_418025.1_3508
b3569	NP_418026.1	P0ACI3	xylR	lcl|NC_000913.3_cds_NP_418026.1_3509
b3570	YP_026230.1	P27297	bax	lcl|NC_000913.3_cds_YP_026230.1_3510
b4794	YP_010051207.1	P0DSH2	baxL	lcl|NC_000913.3_cds_YP_010051207.1_3511
b3571	NP_418028.1	P25718	malS	lcl|NC_000913.3_cds_NP_418028.1_3512
b3572	YP_026231.1	P09053	avtA	lcl|NC_000913.3_cds_YP_026231.1_3513
b3573	NP_418030.1	P56256	ysaA	lcl|NC_000913.3_cds_NP_418030.1_3514
b3574	NP_418031.1	P37671	plaR	lcl|NC_000913.3_cds_NP_418031.1_3515
b3575	NP_418032.1	P37672	yiaK	lcl|NC_000913.3_cds_NP_418032.1_3516
b3576	NP_418033.1	P37673	yiaL	lcl|NC_000913.3_cds_NP_418033.1_3517
b3577	NP_418034.1	P37674	yiaM	lcl|NC_000913.3_cds_NP_418034.1_3518
b3578	YP_026232.1	P37675	yiaN	lcl|NC_000913.3_cds_YP_026232.1_3519
b3579	NP_418036.1	P37676	yiaO	lcl|NC_000913.3_cds_NP_418036.1_3520
b3580	NP_418037.1	P37677	lyxK	lcl|NC_000913.3_cds_NP_418037.1_3521
b3581	NP_418038.1	P37678	sgbH	lcl|NC_000913.3_cds_NP_418038.1_3522
b3582	NP_418039.2	P37679	sgbU	lcl|NC_000913.3_cds_NP_418039.2_3523
b3583	NP_418040.1	P37680	sgbE	lcl|NC_000913.3_cds_NP_418040.1_3524
b3584	NP_418041.1	P37681	yiaT	lcl|NC_000913.3_cds_NP_418041.1_3525
b3585	NP_418042.1	P37682	yiaU	lcl|NC_000913.3_cds_NP_418042.1_3526
b3586	NP_418043.1	P37683	yiaV	lcl|NC_000913.3_cds_NP_418043.1_3527
b3587	NP_418044.1	P0ADK4	yiaW	lcl|NC_000913.3_cds_NP_418044.1_3528
b3588	NP_418045.4	P37685	aldB	lcl|NC_000913.3_cds_NP_418045.4_3529
b3589	YP_026233.1	P37686	yiaY	lcl|NC_000913.3_cds_YP_026233.1_3530
b3590	NP_418047.1	P14081	selB	lcl|NC_000913.3_cds_NP_418047.1_3531
b3591	NP_418048.1	P0A821	selA	lcl|NC_000913.3_cds_NP_418048.1_3532
b3592	NP_418049.1	P0ACA1	yibF	lcl|NC_000913.3_cds_NP_418049.1_3533
b3593	NP_418050.1	P16916	rhsA	lcl|NC_000913.3_cds_NP_418050.1_3534
b3594	NP_418051.1	P0ADK6	yibA	lcl|NC_000913.3_cds_NP_418051.1_3535
b3596	NP_418053.1	P32106	yibG	lcl|NC_000913.3_cds_NP_418053.1_3536
b4615	YP_009518821.1	A5A625	yibV	lcl|NC_000913.3_cds_YP_009518821.1_3537
b3597	NP_418054.1	P0AFV0	yibH	lcl|NC_000913.3_cds_NP_418054.1_3538
b3598	NP_418055.1	P32108	yibI	lcl|NC_000913.3_cds_NP_418055.1_3539
b3599	NP_418056.1	P00550	mtlA	lcl|NC_000913.3_cds_NP_418056.1_3540
b3600	NP_418057.1	P09424	mtlD	lcl|NC_000913.3_cds_NP_418057.1_3541
b3601	NP_418058.1	P0AF10	mtlR	lcl|NC_000913.3_cds_NP_418058.1_3542
b4554	YP_588470.1	Q2M7R5	yibT	lcl|NC_000913.3_cds_YP_588470.1_3543
b3602	NP_418059.1	P0ADK8	yibL	lcl|NC_000913.3_cds_NP_418059.1_3544
b3603	NP_418060.1	P33231	lldP	lcl|NC_000913.3_cds_NP_418060.1_3545
b3604	NP_418061.1	P0ACL7	lldR	lcl|NC_000913.3_cds_NP_418061.1_3546
b3605	NP_418062.1	P33232	lldD	lcl|NC_000913.3_cds_NP_418062.1_3547
b3606	NP_418063.1	P0AGJ7	trmL	lcl|NC_000913.3_cds_NP_418063.1_3548
b3607	NP_418064.1	P0A9D4	cysE	lcl|NC_000913.3_cds_NP_418064.1_3549
b3608	NP_418065.1	P0A6S7	gpsA	lcl|NC_000913.3_cds_NP_418065.1_3550
b3609	NP_418066.1	P0AG86	secB	lcl|NC_000913.3_cds_NP_418066.1_3551
b3610	NP_418067.1	P0AC62	grxC	lcl|NC_000913.3_cds_NP_418067.1_3552
b3611	NP_418068.1	P0AG27	yibN	lcl|NC_000913.3_cds_NP_418068.1_3553
b3612	NP_418069.1	P37689	gpmM	lcl|NC_000913.3_cds_NP_418069.1_3554
b3613	NP_418070.6	P37690	envC	lcl|NC_000913.3_cds_NP_418070.6_3555
b3614	NP_418071.4	P37691	yibQ	lcl|NC_000913.3_cds_NP_418071.4_3556
b3615	NP_418072.1	P11290	waaH	lcl|NC_000913.3_cds_NP_418072.1_3557
b3616	NP_418073.1	P07913	tdh	lcl|NC_000913.3_cds_NP_418073.1_3558
b3617	NP_418074.1	P0AB77	kbl	lcl|NC_000913.3_cds_NP_418074.1_3559
b3618	NP_418075.2	P25666	htrL	lcl|NC_000913.3_cds_NP_418075.2_3560
b3619	NP_418076.1	P67910	rfaD	lcl|NC_000913.3_cds_NP_418076.1_3561
b3620	NP_418077.1	P37692	waaF	lcl|NC_000913.3_cds_NP_418077.1_3562
b3621	NP_418078.1	P24173	waaC	lcl|NC_000913.3_cds_NP_418078.1_3563
b3622	NP_418079.1	P27243	waaL	lcl|NC_000913.3_cds_NP_418079.1_3564
b4795	YP_010051208.1	P0DSH3	yibX	lcl|NC_000913.3_cds_YP_010051208.1_3565
b4795	YP_010051209.1	NA	yibX	lcl|NC_000913.3_cds_YP_010051209.1_3566
b4796	YP_010051210.1	P0DSH4	yibY	lcl|NC_000913.3_cds_YP_010051210.1_3567
b3623	NP_418080.1	P27242	waaU	lcl|NC_000913.3_cds_NP_418080.1_3568
b3624	NP_418081.1	P27241	waaZ	lcl|NC_000913.3_cds_NP_418081.1_3569
b3625	NP_418082.1	P27240	waaY	lcl|NC_000913.3_cds_NP_418082.1_3570
b3626	NP_418083.1	P27129	waaJ	lcl|NC_000913.3_cds_NP_418083.1_3571
b3627	NP_418084.1	P27128	waaO	lcl|NC_000913.3_cds_NP_418084.1_3572
b3628	NP_418085.2	P27127	waaB	lcl|NC_000913.3_cds_NP_418085.2_3573
b3629	NP_418086.1	P27126	waaS	lcl|NC_000913.3_cds_NP_418086.1_3574
b3630	NP_418087.1	P25741	waaP	lcl|NC_000913.3_cds_NP_418087.1_3575
b3631	NP_418088.1	P25740	waaG	lcl|NC_000913.3_cds_NP_418088.1_3576
b3632	NP_418089.1	P25742	waaQ	lcl|NC_000913.3_cds_NP_418089.1_3577
b3633	NP_418090.1	P0AC75	waaA	lcl|NC_000913.3_cds_NP_418090.1_3578
b3634	NP_418091.1	P0A6I6	coaD	lcl|NC_000913.3_cds_NP_418091.1_3579
b3635	NP_418092.1	P05523	mutM	lcl|NC_000913.3_cds_NP_418092.1_3580
b3636	NP_418093.1	P0A7N9	rpmG	lcl|NC_000913.3_cds_NP_418093.1_3581
b3637	NP_418094.1	P0A7M2	rpmB	lcl|NC_000913.3_cds_NP_418094.1_3582
b3638	NP_418095.4	P25531	yicR	lcl|NC_000913.3_cds_NP_418095.4_3583
b3639	NP_418096.4	P0ABQ0	dfp	lcl|NC_000913.3_cds_NP_418096.4_3584
b3640	NP_418097.2	P06968	dut	lcl|NC_000913.3_cds_NP_418097.2_3585
b3641	NP_418098.4	P0C093	slmA	lcl|NC_000913.3_cds_NP_418098.4_3586
b3642	NP_418099.1	P0A7E3	pyrE	lcl|NC_000913.3_cds_NP_418099.1_3587
b3643	YP_009518822.1	P0CG19	rph	lcl|NC_000913.3_cds_YP_009518822.1_3588
b3644	NP_418101.1	P23839	yicC	lcl|NC_000913.3_cds_NP_418101.1_3589
b3645	NP_418102.2	P23840	dinD	lcl|NC_000913.3_cds_NP_418102.2_3590
b3646	NP_418103.4	P0AGM2	yicG	lcl|NC_000913.3_cds_NP_418103.4_3591
b3647	NP_418104.2	P25772	ligB	lcl|NC_000913.3_cds_NP_418104.2_3592
b3648	NP_418105.1	P60546	gmk	lcl|NC_000913.3_cds_NP_418105.1_3593
b3649	NP_418106.1	P0A800	rpoZ	lcl|NC_000913.3_cds_NP_418106.1_3594
b3650	NP_418107.1	P0AG24	spoT	lcl|NC_000913.3_cds_NP_418107.1_3595
b3651	NP_418108.1	P0AGJ2	trmH	lcl|NC_000913.3_cds_NP_418108.1_3596
b3652	NP_418109.1	P24230	recG	lcl|NC_000913.3_cds_NP_418109.1_3597
b3653	NP_418110.1	P0AER8	gltS	lcl|NC_000913.3_cds_NP_418110.1_3598
b3654	NP_418111.1	P0AGM9	xanP	lcl|NC_000913.3_cds_NP_418111.1_3599
b3655	NP_418112.1	P31433	yicH	lcl|NC_000913.3_cds_NP_418112.1_3600
b3656	NP_418113.1	P31434	yicI	lcl|NC_000913.3_cds_NP_418113.1_3601
b3657	NP_418114.4	P31435	yicJ	lcl|NC_000913.3_cds_NP_418114.4_3602
b3659	NP_418115.1	P31436	setC	lcl|NC_000913.3_cds_NP_418115.1_3603
b3660	NP_418116.1	P31437	yicL	lcl|NC_000913.3_cds_NP_418116.1_3604
b4797	YP_010051211.1	P0DSH5	yicU	lcl|NC_000913.3_cds_YP_010051211.1_3605
b3661	NP_418117.1	P04846	nlpA	lcl|NC_000913.3_cds_NP_418117.1_3606
b4555	YP_588471.1	Q2M7X4	yicS	lcl|NC_000913.3_cds_YP_588471.1_3607
b3662	NP_418118.2	P0ADL1	nepI	lcl|NC_000913.3_cds_NP_418118.2_3608
b3663	NP_418119.2	P0ADL3	yicN	lcl|NC_000913.3_cds_NP_418119.2_3609
b3664	NP_418120.2	P31440	adeQ	lcl|NC_000913.3_cds_NP_418120.2_3610
b3665	NP_418121.1	P31441	adeD	lcl|NC_000913.3_cds_NP_418121.1_3611
b3666	NP_418122.1	P0AGC0	uhpT	lcl|NC_000913.3_cds_NP_418122.1_3612
b3667	NP_418123.2	P09836	uhpC	lcl|NC_000913.3_cds_NP_418123.2_3613
b3668	NP_418124.4	P09835	uhpB	lcl|NC_000913.3_cds_NP_418124.4_3614
b3669	NP_418125.1	P0AGA6	uhpA	lcl|NC_000913.3_cds_NP_418125.1_3615
b3670	NP_418126.1	P0ADF8	ilvN	lcl|NC_000913.3_cds_NP_418126.1_3616
b3671	NP_418127.1	P08142	ilvB	lcl|NC_000913.3_cds_NP_418127.1_3617
b3672	NP_418128.1	P03061	ivbL	lcl|NC_000913.3_cds_NP_418128.1_3618
b4618	YP_001165331.1	A5A627	tisB	lcl|NC_000913.3_cds_YP_001165331.1_3619
b4798	YP_010051212.1	P0DSH6	ysdE	lcl|NC_000913.3_cds_YP_010051212.1_3620
b3673	NP_418129.2	P31442	emrD	lcl|NC_000913.3_cds_NP_418129.2_3621
b3674	NP_418130.1	P31443	yidF	lcl|NC_000913.3_cds_NP_418130.1_3622
b3675	NP_418131.1	P0ADL6	yidG	lcl|NC_000913.3_cds_NP_418131.1_3623
b3676	NP_418132.1	P0ADM0	yidH	lcl|NC_000913.3_cds_NP_418132.1_3624
b3677	NP_418133.1	P31446	yidI	lcl|NC_000913.3_cds_NP_418133.1_3625
b3678	NP_418134.1	P31447	yidJ	lcl|NC_000913.3_cds_NP_418134.1_3626
b3679	NP_418135.1	P31448	yidK	lcl|NC_000913.3_cds_NP_418135.1_3627
b3680	NP_418136.2	P31449	yidL	lcl|NC_000913.3_cds_NP_418136.2_3628
b3682	YP_009518824.1	P69789	glvB	lcl|NC_000913.3_cds_YP_009518824.1_3629
b3683	YP_009518825.1	P31452	glvC	lcl|NC_000913.3_cds_YP_009518825.1_3630
b3684	NP_418139.1	P31453	yidP	lcl|NC_000913.3_cds_NP_418139.1_3631
b3685	NP_418140.4	P60872	yidE	lcl|NC_000913.3_cds_NP_418140.4_3632
b3686	NP_418141.2	P0C058	ibpB	lcl|NC_000913.3_cds_NP_418141.2_3633
b3687	NP_418142.1	P0C054	ibpA	lcl|NC_000913.3_cds_NP_418142.1_3634
b3688	NP_418143.2	P0ADM4	yidQ	lcl|NC_000913.3_cds_NP_418143.2_3635
b3689	NP_418144.3	P31455	yidR	lcl|NC_000913.3_cds_NP_418144.3_3636
b3690	NP_418145.2	P31456	cbrA	lcl|NC_000913.3_cds_NP_418145.2_3637
b3691	NP_418146.4	P0AA76	dgoT	lcl|NC_000913.3_cds_NP_418146.4_3638
b4478	YP_026237.1	Q6BF17	dgoD	lcl|NC_000913.3_cds_YP_026237.1_3639
b4477	YP_026238.1	Q6BF16	dgoA	lcl|NC_000913.3_cds_YP_026238.1_3640
b3693	NP_418148.1	P31459	dgoK	lcl|NC_000913.3_cds_NP_418148.1_3641
b4479	YP_026239.1	P31460	dgoR	lcl|NC_000913.3_cds_YP_026239.1_3642
b3696	YP_026240.1	P0ADM6	yidX	lcl|NC_000913.3_cds_YP_026240.1_3643
b3697	NP_418152.1	P0A8Y5	yidA	lcl|NC_000913.3_cds_NP_418152.1_3644
b3698	NP_418153.4	P09996	yidB	lcl|NC_000913.3_cds_NP_418153.4_3645
b3699	YP_026241.1	P0AES6	gyrB	lcl|NC_000913.3_cds_YP_026241.1_3646
b3700	NP_418155.1	P0A7H0	recF	lcl|NC_000913.3_cds_NP_418155.1_3647
b3701	NP_418156.1	P0A988	dnaN	lcl|NC_000913.3_cds_NP_418156.1_3648
b3702	NP_418157.1	P03004	dnaA	lcl|NC_000913.3_cds_NP_418157.1_3649
b4757	YP_009518826.1	P0DPP8	ysdD	lcl|NC_000913.3_cds_YP_009518826.1_3650
b3703	NP_418158.1	P0A7P5	rpmH	lcl|NC_000913.3_cds_NP_418158.1_3651
b3704	NP_418159.1	P0A7Y8	rnpA	lcl|NC_000913.3_cds_NP_418159.1_3652
b4557	YP_588472.1	P0A8C8	yidD	lcl|NC_000913.3_cds_YP_588472.1_3653
b3705	NP_418161.1	P25714	yidC	lcl|NC_000913.3_cds_NP_418161.1_3654
b3706	NP_418162.1	P25522	mnmE	lcl|NC_000913.3_cds_NP_418162.1_3655
b3707	NP_418163.1	P0AD89	tnaC	lcl|NC_000913.3_cds_NP_418163.1_3656
b3708	NP_418164.4	P0A853	tnaA	lcl|NC_000913.3_cds_NP_418164.4_3657
b3709	NP_418165.1	P23173	tnaB	lcl|NC_000913.3_cds_NP_418165.1_3658
b3710	NP_418166.1	P31462	mdtL	lcl|NC_000913.3_cds_NP_418166.1_3659
b3711	NP_418167.1	P31463	yidZ	lcl|NC_000913.3_cds_NP_418167.1_3660
b3712	NP_418168.2	P0ADM8	yieE	lcl|NC_000913.3_cds_NP_418168.2_3661
b3713	NP_418169.1	P0AGE6	yieF	lcl|NC_000913.3_cds_NP_418169.1_3662
b3714	NP_418170.1	P31466	adeP	lcl|NC_000913.3_cds_NP_418170.1_3663
b3715	NP_418171.1	P31467	yieH	lcl|NC_000913.3_cds_NP_418171.1_3664
b3716	NP_418172.1	P31468	cbrB	lcl|NC_000913.3_cds_NP_418172.1_3665
b3717	NP_418173.1	P31469	cbrC	lcl|NC_000913.3_cds_NP_418173.1_3666
b3718	YP_026242.1	P31470	yieK	lcl|NC_000913.3_cds_YP_026242.1_3667
b3719	NP_418175.3	P31471	yieL	lcl|NC_000913.3_cds_NP_418175.3_3668
b3720	NP_418176.1	P26218	bglH	lcl|NC_000913.3_cds_NP_418176.1_3669
b3721	NP_418177.1	P11988	bglB	lcl|NC_000913.3_cds_NP_418177.1_3670
b3722	NP_418178.1	P08722	bglF	lcl|NC_000913.3_cds_NP_418178.1_3671
b3723	NP_418179.1	P11989	bglG	lcl|NC_000913.3_cds_NP_418179.1_3672
b3724	NP_418180.1	P0A9K7	phoU	lcl|NC_000913.3_cds_NP_418180.1_3673
b3725	NP_418181.1	P0AAH0	pstB	lcl|NC_000913.3_cds_NP_418181.1_3674
b3726	NP_418182.1	P07654	pstA	lcl|NC_000913.3_cds_NP_418182.1_3675
b3727	NP_418183.1	P0AGH8	pstC	lcl|NC_000913.3_cds_NP_418183.1_3676
b3728	NP_418184.1	P0AG82	pstS	lcl|NC_000913.3_cds_NP_418184.1_3677
b3729	NP_418185.1	P17169	glmS	lcl|NC_000913.3_cds_NP_418185.1_3678
b3730	NP_418186.1	P0ACC7	glmU	lcl|NC_000913.3_cds_NP_418186.1_3679
b3731	NP_418187.1	P0A6E6	atpC	lcl|NC_000913.3_cds_NP_418187.1_3680
b3732	NP_418188.1	P0ABB4	atpD	lcl|NC_000913.3_cds_NP_418188.1_3681
b3733	NP_418189.1	P0ABA6	atpG	lcl|NC_000913.3_cds_NP_418189.1_3682
b3734	NP_418190.1	P0ABB0	atpA	lcl|NC_000913.3_cds_NP_418190.1_3683
b3735	NP_418191.1	P0ABA4	atpH	lcl|NC_000913.3_cds_NP_418191.1_3684
b3736	NP_418192.1	P0ABA0	atpF	lcl|NC_000913.3_cds_NP_418192.1_3685
b3737	NP_418193.1	P68699	atpE	lcl|NC_000913.3_cds_NP_418193.1_3686
b3738	NP_418194.1	P0AB98	atpB	lcl|NC_000913.3_cds_NP_418194.1_3687
b3739	NP_418195.2	P0ABC0	atpI	lcl|NC_000913.3_cds_NP_418195.2_3688
b3740	NP_418196.1	P0A6U5	rsmG	lcl|NC_000913.3_cds_NP_418196.1_3689
b3741	NP_418197.1	P0A6U3	mnmG	lcl|NC_000913.3_cds_NP_418197.1_3690
b3742	NP_418198.1	P03817	mioC	lcl|NC_000913.3_cds_NP_418198.1_3691
b3743	NP_418199.1	P0ACI6	asnC	lcl|NC_000913.3_cds_NP_418199.1_3692
b3744	NP_418200.1	P00963	asnA	lcl|NC_000913.3_cds_NP_418200.1_3693
b3745	YP_026243.1	P0ADN0	viaA	lcl|NC_000913.3_cds_YP_026243.1_3694
b3746	NP_418202.4	P31473	ravA	lcl|NC_000913.3_cds_NP_418202.4_3695
b3747	YP_026244.1	P63183	kup	lcl|NC_000913.3_cds_YP_026244.1_3696
b3748	NP_418204.2	P04982	rbsD	lcl|NC_000913.3_cds_NP_418204.2_3697
b3749	NP_418205.1	P04983	rbsA	lcl|NC_000913.3_cds_NP_418205.1_3698
b3750	NP_418206.1	P0AGI1	rbsC	lcl|NC_000913.3_cds_NP_418206.1_3699
b3751	NP_418207.1	P02925	rbsB	lcl|NC_000913.3_cds_NP_418207.1_3700
b3752	NP_418208.1	P0A9J6	rbsK	lcl|NC_000913.3_cds_NP_418208.1_3701
b3753	NP_418209.1	P0ACQ0	rbsR	lcl|NC_000913.3_cds_NP_418209.1_3702
b3754	NP_418210.1	P31474	hsrA	lcl|NC_000913.3_cds_NP_418210.1_3703
b3755	YP_026245.1	P31475	yieP	lcl|NC_000913.3_cds_YP_026245.1_3704
b4480	YP_026246.1	P0A8R9	hdfR	lcl|NC_000913.3_cds_YP_026246.1_3705
b3764	NP_418213.1	P0ADN2	maoP	lcl|NC_000913.3_cds_NP_418213.1_3706
b3765	NP_418214.2	P22787	yifB	lcl|NC_000913.3_cds_NP_418214.2_3707
b3766	NP_418215.1	P62522	ilvL	lcl|NC_000913.3_cds_NP_418215.1_3708
b4669	YP_002791259.1	C1P619	ilvX	lcl|NC_000913.3_cds_YP_002791259.1_3709
b3769	NP_418217.1	P0ADG1	ilvM	lcl|NC_000913.3_cds_NP_418217.1_3710
b3770	YP_026247.1	P0AB80	ilvE	lcl|NC_000913.3_cds_YP_026247.1_3711
b3771	YP_026248.1	P05791	ilvD	lcl|NC_000913.3_cds_YP_026248.1_3712
b3772	NP_418220.1	P04968	ilvA	lcl|NC_000913.3_cds_NP_418220.1_3713
b3773	NP_418221.1	P05827	ilvY	lcl|NC_000913.3_cds_NP_418221.1_3714
b3774	NP_418222.1	P05793	ilvC	lcl|NC_000913.3_cds_NP_418222.1_3715
b3775	NP_418223.1	P0A9L5	ppiC	lcl|NC_000913.3_cds_NP_418223.1_3716
b3778	YP_026251.1	P09980	rep	lcl|NC_000913.3_cds_YP_026251.1_3717
b3779	YP_026252.1	P25552	gpp	lcl|NC_000913.3_cds_YP_026252.1_3718
b3780	NP_418227.1	P0A8J8	rhlB	lcl|NC_000913.3_cds_NP_418227.1_3719
b3781	NP_418228.2	P0AA25	trxA	lcl|NC_000913.3_cds_NP_418228.2_3720
b3782	YP_009518827.1	P0ADF3	rhoL	lcl|NC_000913.3_cds_YP_009518827.1_3721
b3783	NP_418230.1	P0AG30	rho	lcl|NC_000913.3_cds_NP_418230.1_3722
b3784	NP_418231.1	P0AC78	rfe	lcl|NC_000913.3_cds_NP_418231.1_3723
b3785	NP_418232.2	P0AG00	wzzE	lcl|NC_000913.3_cds_NP_418232.2_3724
b3786	YP_026253.1	P27828	wecB	lcl|NC_000913.3_cds_YP_026253.1_3725
b3787	YP_026254.1	P27829	wecC	lcl|NC_000913.3_cds_YP_026254.1_3726
b3788	YP_026255.1	P27830	rffG	lcl|NC_000913.3_cds_YP_026255.1_3727
b3789	NP_418236.1	P61887	rffH	lcl|NC_000913.3_cds_NP_418236.1_3728
b3790	YP_026256.2	P27832	rffC	lcl|NC_000913.3_cds_YP_026256.2_3729
b3791	NP_418238.1	P27833	wecE	lcl|NC_000913.3_cds_NP_418238.1_3730
b3792	NP_418239.1	P0AAA7	wzxE	lcl|NC_000913.3_cds_NP_418239.1_3731
b4481	YP_026257.1	P56258	wecF	lcl|NC_000913.3_cds_YP_026257.1_3732
b3793	NP_418241.1	P27835	wzyE	lcl|NC_000913.3_cds_NP_418241.1_3733
b3794	NP_418242.1	P27836	rffM	lcl|NC_000913.3_cds_NP_418242.1_3734
b3795	YP_026258.1	P27837	yifK	lcl|NC_000913.3_cds_YP_026258.1_3735
b3800	YP_026259.1	P25550	aslB	lcl|NC_000913.3_cds_YP_026259.1_3736
b3801	NP_418245.1	P25549	aslA	lcl|NC_000913.3_cds_NP_418245.1_3737
b3802	NP_418246.1	P0ACB7	hemY	lcl|NC_000913.3_cds_NP_418246.1_3738
b3803	NP_418247.1	P09127	hemX	lcl|NC_000913.3_cds_NP_418247.1_3739
b3804	NP_418248.1	P09126	hemD	lcl|NC_000913.3_cds_NP_418248.1_3740
b3805	YP_026260.1	P06983	hemC	lcl|NC_000913.3_cds_YP_026260.1_3741
b3806	NP_418250.1	P00936	cyaA	lcl|NC_000913.3_cds_NP_418250.1_3742
b3807	NP_418251.1	P27838	cyaY	lcl|NC_000913.3_cds_NP_418251.1_3743
b3808	YP_009518828.1	P11291	yzcX	lcl|NC_000913.3_cds_YP_009518828.1_3744
b4558	YP_588473.1	P0ADN6	yifL	lcl|NC_000913.3_cds_YP_588473.1_3745
b3809	NP_418254.2	P0A6K1	dapF	lcl|NC_000913.3_cds_NP_418254.2_3746
b3810	NP_418255.1	P23305	yigA	lcl|NC_000913.3_cds_NP_418255.1_3747
b3811	NP_418256.1	P0A8P6	xerC	lcl|NC_000913.3_cds_NP_418256.1_3748
b3812	NP_418257.1	P0ADP0	yigB	lcl|NC_000913.3_cds_NP_418257.1_3749
b3813	NP_418258.1	P03018	uvrD	lcl|NC_000913.3_cds_NP_418258.1_3750
b4482	YP_026261.1	P27840	yigE	lcl|NC_000913.3_cds_YP_026261.1_3751
b4799	YP_010051213.1	P0DSH7	ysgD	lcl|NC_000913.3_cds_YP_010051213.1_3752
b3816	NP_418260.1	P0ABI4	corA	lcl|NC_000913.3_cds_NP_418260.1_3753
b3817	NP_418261.1	P27842	yigF	lcl|NC_000913.3_cds_NP_418261.1_3754
b3818	NP_418262.2	P27843	yigG	lcl|NC_000913.3_cds_NP_418262.2_3755
b3819	YP_026262.1	P27844	rarD	lcl|NC_000913.3_cds_YP_026262.1_3756
b3820	NP_418264.4	P0ADP2	yigI	lcl|NC_000913.3_cds_NP_418264.4_3757
b3821	NP_418265.1	P0A921	pldA	lcl|NC_000913.3_cds_NP_418265.1_3758
b3822	YP_026263.3	P15043	recQ	lcl|NC_000913.3_cds_YP_026263.3_3759
b3823	YP_026264.1	P0AG38	rhtC	lcl|NC_000913.3_cds_YP_026264.1_3760
b3824	YP_026265.1	P0AG34	rhtB	lcl|NC_000913.3_cds_YP_026265.1_3761
b3825	YP_026266.1	P07000	pldB	lcl|NC_000913.3_cds_YP_026266.1_3762
b3826	YP_026267.1	P27848	yigL	lcl|NC_000913.3_cds_YP_026267.1_3763
b3827	NP_418271.1	P0ADP5	bioP	lcl|NC_000913.3_cds_NP_418271.1_3764
b3828	NP_418272.1	P0A9F9	metR	lcl|NC_000913.3_cds_NP_418272.1_3765
b3829	NP_418273.1	P25665	metE	lcl|NC_000913.3_cds_NP_418273.1_3766
b3830	YP_026268.1	P56262	ysgA	lcl|NC_000913.3_cds_YP_026268.1_3767
b3831	NP_418275.1	P12758	udp	lcl|NC_000913.3_cds_NP_418275.1_3768
